test_subject,clf,clf__C,clf__gamma,accuracy,balanced_accuracy,f1_macro,kappa,mcc,top2_acc,top3_acc,log_loss,n_test,n_estimators,max_depth,clf__hidden_layer_sizes,clf__alpha
S03,rf,,,0.7086538461538462,0.6752540140157467,0.661389967589897,0.6117978372438533,0.6249249563054077,0.8836538461538461,0.9519230769230769,0.8681376087407687,1040,200.0,20.0,,
S03,rf,,,0.7038461538461539,0.6493147925880582,0.6260082370281415,0.6031291738217897,0.6192072343660349,0.8788461538461538,0.95,0.8652998133380576,1040,400.0,,,
S03,rf,,,0.7105769230769231,0.6698529404040559,0.65195940682732,0.6133704845466762,0.6266668344065236,0.8942307692307693,0.9519230769230769,0.8609974083289309,1040,400.0,20.0,,
S03,mlp,,,0.6759615384615385,0.5870241416056842,0.5761534817493079,0.5629265762041405,0.5829021461667659,0.8759615384615385,0.9490384615384615,2.0894832827255607,1040,,,"(64, 64)",0.0001
S03,mlp,,,0.6807692307692308,0.5943645662326222,0.5783025639931669,0.5708776451960493,0.5919676756207004,0.8836538461538461,0.9490384615384615,1.6460863572354547,1040,,,"(64, 64)",0.001
S03,mlp,,,0.6682692307692307,0.5648450064520256,0.5262672030169507,0.5586075223710206,0.5778180396761058,0.8625,0.9557692307692308,2.5019203491128748,1040,,,"(128, 64)",0.0001
S03,mlp,,,0.7,0.5959621252726856,0.5544822891145309,0.6008532057953044,0.6196660211434606,0.8701923076923077,0.9557692307692308,2.5086513735160403,1040,,,"(128, 64)",0.001
S03,ensemble_soft_best,,,0.6903846153846154,0.5926737935891065,0.5663247749245461,0.5829363581905156,0.6066282872677812,0.8961538461538462,0.9538461538461539,0.7836507837860023,1040,,,,
S06,svm_rbf,0.5,scale,0.6402439024390244,0.6927427547181646,0.6570650514284156,0.5440032392308558,0.5631343549791856,0.8693379790940766,0.9433797909407665,0.9386381597348723,1148,,,,
S06,svm_rbf,0.5,0.5,0.3144599303135889,0.20296761401189692,0.10191969377694435,0.006873475507541249,0.043633690704078104,0.6010452961672473,0.7952961672473867,1.5326994049382332,1148,,,,
S06,svm_rbf,0.5,2.0,0.31010452961672474,0.2,0.09468085106382979,0.0,0.0,0.6062717770034843,0.7952961672473867,1.5218736349357738,1148,,,,
S06,svm_rbf,1.0,scale,0.64198606271777,0.6966644459901816,0.6622998426876471,0.5461809032176154,0.5694882628002043,0.8763066202090593,0.9494773519163763,0.9471441440817875,1148,,,,
S06,svm_rbf,1.0,0.5,0.2970383275261324,0.20069989431075075,0.11358197358197357,0.0030593610745534017,0.007949327957503673,0.5958188153310104,0.7935540069686411,1.551727887551203,1148,,,,
S06,svm_rbf,1.0,2.0,0.31010452961672474,0.2,0.09468085106382979,0.0,0.0,0.6062717770034843,0.7952961672473867,1.5218715563948282,1148,,,,
S06,svm_rbf,2.0,scale,0.622822299651568,0.684282532456739,0.645150677709821,0.5234774706202086,0.5504975809232249,0.872822299651568,0.9503484320557491,0.9778167581385737,1148,,,,
S06,svm_rbf,2.0,0.5,0.3048780487804878,0.20532280908013806,0.14165866728016888,0.015941865523742105,0.027126113810137947,0.5897212543554007,0.7325783972125436,1.5460620469839332,1148,,,,
S06,svm_rbf,2.0,2.0,0.31010452961672474,0.2,0.09468085106382979,0.0,0.0,0.6062717770034843,0.7952961672473867,1.521845135122637,1148,,,,
S06,svm_rbf,4.0,scale,0.6149825783972126,0.6710234687667521,0.6335970004141536,0.5134338462541629,0.540563024327413,0.8710801393728222,0.9520905923344948,1.0322945999827495,1148,,,,
S06,svm_rbf,4.0,0.5,0.3083623693379791,0.20682974893473158,0.15399185049979125,0.018617490880745602,0.026754541533111548,0.5905923344947736,0.7447735191637631,1.545442316384493,1148,,,,
S06,svm_rbf,4.0,2.0,0.31010452961672474,0.2,0.09468085106382979,0.0,0.0,0.6062717770034843,0.7952961672473867,1.5218511789648608,1148,,,,
S06,rf,,,0.7081881533101045,0.7519170605079224,0.7334668876699577,0.6243334404582471,0.6415158650513473,0.9181184668989547,0.9729965156794426,0.8559876924902652,1148,200.0,,,
